"id";"submitdate";"lastpage";"startlanguage";"seed";"token";"Q1";"Q2";"Q3";"Q4";"Q5";"Q6";"Q7";"Q8";"Q9";"Q10";"Q11";"Q12"
"301";"1980-01-01 00:00:00";"2";"en";"888966152";"j7MjjwcfexSHLme";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Disagree Moderately";"Agree Slightly";"No";"Medium Experience";"Yes";"Male";"Full Professor"
"302";"1980-01-01 00:00:00";"2";"en";"361084756";"qG28dOzC9Nnelft";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Disagree Slightly";"Yes";"Medium Experience";"Yes";"Female";"Assistant Professor"
"303";"1980-01-01 00:00:00";"2";"en";"405874835";"aWRKI7hiPq91kJQ";"Agree Strongly";"Prefer Not To Answer";"Agree Moderately";"Prefer Not To Answer";"Agree Slightly";"Agree Moderately";"Disagree Moderately";"No";"Medium Experience";"Yes";"Male";"PhD. Student"
"304";"1980-01-01 00:00:00";"2";"en";"1353690557";"ZzCIAaDUO3r6KLi";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Disagree Slightly";"Yes";"High Experience";"Yes";"Male";"Instructor"
"305";"1980-01-01 00:00:00";"2";"en";"1583357647";"GbVaDjYMJZL2SKL";"Agree Slightly";"Agree Slightly";"Disagree Moderately";"Agree Slightly";"Disagree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"Medium Experience";"Yes";"Female";"Prefer Not To Answer"
"306";"1980-01-01 00:00:00";"2";"en";"1020083660";"iclDccIwo7FhlKI";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Disagree Moderately";"Prefer Not To Answer";"Disagree Strongly";"Yes";"High Experience";"Yes";"Female";"Full Professor"
"307";"1980-01-01 00:00:00";"2";"en";"1914426498";"vBj5U5s9m4aKBbo";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Agree Moderately";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"308";"1980-01-01 00:00:00";"2";"en";"1393672997";"NMluQPwKHCMTEap";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Disagree Slightly";"Agree Moderately";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"309";"1980-01-01 00:00:00";"2";"en";"566277858";"IYSukRncHaeNKuM";"Prefer Not To Answer";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"No";"High Experience";"No";"Male";"Full Professor"
"310";"1980-01-01 00:00:00";"2";"en";"1384988625";"subEMgrMjDvbzEN";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Disagree Slightly";"Yes";"High Experience";"Yes";"Prefer Not To Answer";"Full Professor"
"312";"1980-01-01 00:00:00";"2";"en";"1368340306";"xAKjw1uM6mzuX5y";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"Agree Slightly";"Prefer Not To Answer";"Agree Slightly";"No";"Low Experience";"Yes";"Male";"PostDoctoral"
"314";"1980-01-01 00:00:00";"2";"en";"329497044";"lJmFUriCuTVpzFo";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Disagree Slightly";"Disagree Moderately";"Disagree Slightly";"Agree Slightly";"No";"High Experience";"Yes";"Male";"Research Associate"
"316";"1980-01-01 00:00:00";"2";"en";"788924002";"7RdGKKpv3YDK55g";"Agree Strongly";"Agree Moderately";"Disagree Slightly";"Disagree Slightly";"Disagree Moderately";"Agree Moderately";"Agree Moderately";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"320";"1980-01-01 00:00:00";"2";"en";"411397661";"z6uOEzHrvJcg1wj";"Agree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Moderately";"Agree Slightly";"Disagree Strongly";"Disagree Strongly";"Yes";"High Experience";"Yes";"Male";"Assistant Professor"
"321";"1980-01-01 00:00:00";"2";"en";"1980461493";"DIBHqz1YlyYW2zX";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"Agree Strongly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"323";"1980-01-01 00:00:00";"2";"en";"792502423";"qK1xhCEAH2l1Ybk";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Disagree Slightly";"Agree Moderately";"Yes";"Medium Experience";"Yes";"Prefer Not To Answer";"Instructor"
"324";"1980-01-01 00:00:00";"2";"en";"601711252";"J1NXuvgVQSWTtTZ";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Prefer Not To Answer";"Agree Strongly";"Yes";"Medium Experience";"Yes";"Male";"Full Professor"
"326";"1980-01-01 00:00:00";"2";"en";"1150585137";"cNcWnUQNthFdUN3";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Disagree Moderately";"Disagree Strongly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"327";"1980-01-01 00:00:00";"2";"en";"915283406";"N1hVsRLqQDZfuv8";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Disagree Slightly";"Disagree Slightly";"Disagree Slightly";"No";"High Experience";"No";"Male";"Associate Professor"
"328";"1980-01-01 00:00:00";"2";"en";"419392887";"fKkaYsOdI7bEQSf";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Disagree Slightly";"Disagree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"High Experience";"No";"Male";"Prefer Not To Answer"
"333";"1980-01-01 00:00:00";"2";"en";"769725936";"KotOaV1zG8y8VFK";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Yes";"Medium Experience";"Yes";"Prefer Not To Answer";"Full Professor"
"335";"1980-01-01 00:00:00";"2";"en";"1243622383";"1fLRnch2czmOFEt";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Disagree Slightly";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Associate Professor"
"336";"1980-01-01 00:00:00";"2";"en";"985810312";"2uHv3AkJqUeUqGq";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Prefer Not To Answer";"Agree Strongly";"Prefer Not To Answer";"Agree Slightly";"No";"Medium Experience";"No";"Female";"PostDoctoral"
"338";"1980-01-01 00:00:00";"2";"en";"734715840";"6XbHHuUYnKQaGme";"Agree Strongly";"Agree Slightly";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"339";"1980-01-01 00:00:00";"2";"en";"1081004247";"NB4bTjabzjl7x6S";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Slightly";"Yes";"Low Experience";"Yes";"Female";"PhD. Student"
"341";"1980-01-01 00:00:00";"2";"en";"1814256067";"mM2TTv4bN6v8K90";"Agree Strongly";"Agree Slightly";"Agree Strongly";"Disagree Moderately";"Agree Strongly";"Prefer Not To Answer";"Disagree Strongly";"Yes";"High Experience";"Prefer Not To Answer";"Male";"Associate Professor"
"342";"1980-01-01 00:00:00";"2";"en";"2073001277";"XqQQTsfYWtvWMnN";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Disagree Moderately";"No";"Medium Experience";"Yes";"Male";"Associate Professor"
"343";"1980-01-01 00:00:00";"2";"en";"1850906800";"WR2vxOHBOYJrFIo";"Agree Moderately";"Agree Slightly";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"High Experience";"Yes";"Female";"Full Professor"
"344";"1980-01-01 00:00:00";"2";"en";"635241010";"wSvrBzc2uvPZEyJ";"Agree Slightly";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Disagree Moderately";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"345";"1980-01-01 00:00:00";"2";"en";"436704325";"pjcm3FfVuzg6778";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Disagree Moderately";"Disagree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Full Professor"
"346";"1980-01-01 00:00:00";"2";"en";"1651602295";"eAJqJYb0c15j2dP";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Strongly";"Agree Strongly";"Yes";"High Experience";"Yes";"Female";"Associate Professor"
"347";"1980-01-01 00:00:00";"2";"en";"418130005";"JzCoOuWsSVxFzIc";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Agree Moderately";"No";"Low Experience";"No";"Female";"Research Associate"
"350";"1980-01-01 00:00:00";"2";"en";"353894845";"DpNK9VidPYNvgEb";"Agree Strongly";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"High Experience";"Yes";"Female";"Research Associate"
"351";"1980-01-01 00:00:00";"2";"en";"410519718";"ADNVdyMWadHxWUj";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Agree Slightly";"Disagree Slightly";"Disagree Slightly";"Disagree Slightly";"Yes";"Medium Experience";"Yes";"Female";"Associate Professor"
"352";"1980-01-01 00:00:00";"2";"en";"829744948";"MrNDplmDxoIijrU";"Agree Moderately";"Agree Slightly";"Disagree Strongly";"Disagree Moderately";"Disagree Moderately";"Agree Slightly";"Agree Moderately";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"353";"1980-01-01 00:00:00";"2";"en";"1829177735";"Dht4aGbbm44YVEv";"Agree Strongly";"Disagree Slightly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Prefer Not To Answer";"No";"High Experience";"Yes";"Female";"Full Professor"
"357";"1980-01-01 00:00:00";"2";"en";"1100676839";"4fe3DUzvXmJa0VO";"Agree Strongly";"Prefer Not To Answer";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Disagree Moderately";"Prefer Not To Answer";"Yes";"Medium Experience";"Yes";"Male";"Associate Professor"
"358";"1980-01-01 00:00:00";"2";"en";"1979672170";"YtXhTaXEULvjw1C";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Strongly";"Disagree Moderately";"Agree Strongly";"Disagree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Associate Professor"
"360";"1980-01-01 00:00:00";"2";"en";"255993930";"6UXLXaYZ82VehuK";"Disagree Slightly";"Disagree Slightly";"Agree Moderately";"Agree Moderately";"Disagree Moderately";"Disagree Moderately";"Prefer Not To Answer";"Yes";"Low Experience";"Yes";"Male";"PostDoctoral"
"361";"1980-01-01 00:00:00";"2";"en";"1965843929";"P9CrbMUocUWiuu9";"Agree Moderately";"Agree Slightly";"Disagree Slightly";"Agree Moderately";"Disagree Slightly";"Agree Slightly";"Disagree Moderately";"Yes";"High Experience";"No";"Male";"Full Professor"
"362";"1980-01-01 00:00:00";"2";"en";"810282996";"aSZAdYTKFoTGJmJ";"Agree Strongly";"Agree Moderately";"Disagree Strongly";"Agree Slightly";"Disagree Moderately";"Agree Slightly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"363";"1980-01-01 00:00:00";"2";"en";"380935717";"uPAdDVRcT6ONaqe";"Agree Strongly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Disagree Strongly";"Agree Moderately";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Associate Professor"
"365";"1980-01-01 00:00:00";"2";"en";"115871736";"hWkdaePQMJqORs7";"Agree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"366";"1980-01-01 00:00:00";"2";"en";"593860533";"FgTgSMlV7KILMza";"Agree Moderately";"Disagree Slightly";"Disagree Slightly";"Prefer Not To Answer";"Disagree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"No";"Prefer Not To Answer";"Yes";"Female";"Full Professor"
"367";"1980-01-01 00:00:00";"2";"en";"953737463";"BQoze1imiMWZqhz";"Agree Strongly";"Disagree Slightly";"Disagree Strongly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Yes";"High Experience";"Yes";"Male";"Research Associate"
"369";"1980-01-01 00:00:00";"2";"en";"1235707034";"hWEXR1EpDi7UCSY";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Yes";"High Experience";"Yes";"Female";"Assistant Professor"
"370";"1980-01-01 00:00:00";"2";"en";"1771353816";"OBszI1piT3O3kl3";"Agree Strongly";"Agree Slightly";"Disagree Strongly";"Agree Slightly";"Disagree Strongly";"Disagree Slightly";"Disagree Strongly";"No";"Medium Experience";"No";"Female";"Assistant Professor"
"371";"1980-01-01 00:00:00";"2";"en";"1938005489";"t9Lg26cT3P3Ti5T";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Yes";"High Experience";"Yes";"Female";"Full Professor"
"373";"1980-01-01 00:00:00";"2";"en";"301183664";"GiRg3ZPsr9Z3cVc";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"No";"High Experience";"Yes";"Male";"Assistant Professor"
"374";"1980-01-01 00:00:00";"2";"en";"1929594516";"NMdkD3uLP0hkQ3h";"Agree Moderately";"Disagree Slightly";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Agree Strongly";"Agree Moderately";"Yes";"Medium Experience";"Yes";"Prefer Not To Answer";"Associate Professor"
"375";"1980-01-01 00:00:00";"2";"en";"1464690341";"brKb1b219iN65t9";"Agree Slightly";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Disagree Moderately";"Disagree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Assistant Professor"
"376";"1980-01-01 00:00:00";"2";"en";"655947659";"vbaWG9MjlFwLNzB";"Agree Strongly";"Agree Moderately";"Disagree Slightly";"Disagree Moderately";"Agree Moderately";"Agree Slightly";"Agree Slightly";"No";"High Experience";"Yes";"Female";"Full Professor"
"378";"1980-01-01 00:00:00";"2";"en";"654102708";"gT1o0zCmttwmmc3";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Strongly";"Yes";"High Experience";"Yes";"Female";"Full Professor"
"380";"1980-01-01 00:00:00";"2";"en";"806382447";"xeveZTeZWS5UzaA";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Strongly";"Agree Moderately";"Yes";"Medium Experience";"Yes";"Female";"Prefer Not To Answer"
"381";"1980-01-01 00:00:00";"2";"en";"1581613036";"TIONzI2F6epzS1Q";"Agree Strongly";"Disagree Moderately";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Prefer Not To Answer";"Agree Moderately";"Yes";"Low Experience";"No";"Male";"PhD. Student"
"382";"1980-01-01 00:00:00";"2";"en";"923708932";"qszcOjmR4FzTbjj";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"No";"Medium Experience";"Yes";"Prefer Not To Answer";"Assistant Professor"
"383";"1980-01-01 00:00:00";"2";"en";"737811623";"yT76UonqMLw64us";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer"
"385";"1980-01-01 00:00:00";"2";"en";"652060881";"7WqkiQT4RNCS2tc";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Prefer Not To Answer";"Disagree Slightly";"No";"Medium Experience";"No";"Male";"PostDoctoral"
"386";"1980-01-01 00:00:00";"2";"en";"1986714587";"VbLQyAOadxfS4ab";"Disagree Moderately";"Disagree Slightly";"Disagree Strongly";"Disagree Moderately";"Disagree Moderately";"Disagree Moderately";"Disagree Moderately";"Yes";"Medium Experience";"Yes";"Male";"Lecturer"
"387";"1980-01-01 00:00:00";"2";"en";"139015555";"uhUgWcN937mKeVI";"Agree Moderately";"Agree Slightly";"Disagree Moderately";"Disagree Slightly";"Disagree Strongly";"Prefer Not To Answer";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"388";"1980-01-01 00:00:00";"2";"en";"604950123";"eeTzYZogNqniPF9";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Disagree Strongly";"No";"Low Experience";"Yes";"Female";"PhD. Student"
"391";"1980-01-01 00:00:00";"2";"en";"466693425";"52KTdt9KAAva944";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Prefer Not To Answer";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Medium Experience";"Yes";"Male";"Full Professor"
"393";"1980-01-01 00:00:00";"2";"en";"13003690";"g3OmFUYOvCIbEiQ";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Disagree Slightly";"Disagree Strongly";"Prefer Not To Answer";"Prefer Not To Answer";"No";"Medium Experience";"No";"Female";"Full Professor"
"394";"1980-01-01 00:00:00";"2";"en";"859579497";"0tq10c40hY6Elx6";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Disagree Moderately";"Disagree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"396";"1980-01-01 00:00:00";"2";"en";"904960697";"asjlizkTrREw0Gj";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Disagree Slightly";"Disagree Slightly";"Yes";"High Experience";"Yes";"Female";"Associate Professor"
"397";"1980-01-01 00:00:00";"2";"en";"194762476";"hGaMNhbcmBNlkER";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Disagree Moderately";"No";"Medium Experience";"No";"Female";"Prefer Not To Answer"
"398";"1980-01-01 00:00:00";"2";"en";"626984234";"qhcIDnQSwnD1czz";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Strongly";"No";"High Experience";"No";"Female";"Assistant Professor"
"399";"1980-01-01 00:00:00";"2";"en";"1113264775";"VQ88Nw42Z0dOGGR";"Agree Strongly";"Agree Slightly";"Disagree Slightly";"Agree Strongly";"Disagree Strongly";"Disagree Slightly";"Agree Moderately";"Yes";"High Experience";"Yes";"Not Listed";"Research Associate"
"400";"1980-01-01 00:00:00";"2";"en";"2082178040";"kIB0ABJ0GGimIOf";"Agree Moderately";"Disagree Slightly";"Disagree Slightly";"Agree Moderately";"Disagree Slightly";"Disagree Slightly";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Full Professor"
"401";"1980-01-01 00:00:00";"2";"en";"15169892";"EaGkOlOikeQ3Quo";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Prefer Not To Answer";"Prefer Not To Answer";"No";"Medium Experience";"No";"Female";"Full Professor"
"402";"1980-01-01 00:00:00";"2";"en";"386577844";"y7GvfBpIkUuI8fx";"Agree Strongly";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"No";"High Experience";"No";"Female";"Full Professor"
"403";"1980-01-01 00:00:00";"2";"en";"1882311508";"KXSQIoR0snrZkpa";"Agree Moderately";"Disagree Slightly";"Agree Strongly";"Agree Strongly";"Disagree Moderately";"Prefer Not To Answer";"Disagree Strongly";"Yes";"High Experience";"Yes";"Male";"Prefer Not To Answer"
"404";"1980-01-01 00:00:00";"2";"en";"765741407";"fd7vqJ8aMhlUITd";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Disagree Slightly";"Prefer Not To Answer";"Agree Strongly";"No";"Medium Experience";"No";"Male";"Full Professor"
"405";"1980-01-01 00:00:00";"2";"en";"838113327";"1dev5UCau3f51Eb";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Disagree Moderately";"Agree Moderately";"Disagree Moderately";"No";"High Experience";"No";"Female";"Full Professor"
"409";"1980-01-01 00:00:00";"2";"en";"1585565142";"p0oJG7sJwAVXzhN";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Prefer Not To Answer";"Agree Strongly";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"411";"1980-01-01 00:00:00";"2";"en";"1123787977";"FYnHyqP0LthBzoV";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"412";"1980-01-01 00:00:00";"2";"en";"386562567";"fSi5aMv2Nqcw9Xe";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Disagree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"414";"1980-01-01 00:00:00";"2";"en";"724465594";"NBQaD2GX8Kvmwzs";"Agree Moderately";"Disagree Slightly";"Disagree Moderately";"Disagree Moderately";"Disagree Moderately";"Disagree Strongly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"415";"1980-01-01 00:00:00";"2";"en";"647323941";"WvLi6VT4jnB8FDP";"Agree Slightly";"Prefer Not To Answer";"Agree Moderately";"Agree Strongly";"Disagree Slightly";"Agree Slightly";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Full Professor"
"416";"1980-01-01 00:00:00";"2";"en";"171644080";"YD4A5LIh4SRbSXn";"Agree Moderately";"Disagree Slightly";"Disagree Moderately";"Prefer Not To Answer";"Disagree Slightly";"Prefer Not To Answer";"Disagree Moderately";"Yes";"Medium Experience";"No";"Male";"Prefer Not To Answer"
"417";"1980-01-01 00:00:00";"2";"en";"256060965";"nu0O8zVmgK9r2Rd";"Agree Slightly";"Disagree Moderately";"Disagree Slightly";"Agree Moderately";"Disagree Moderately";"Prefer Not To Answer";"Agree Moderately";"Yes";"High Experience";"Yes";"Female";"Assistant Professor"
"418";"1980-01-01 00:00:00";"2";"en";"807951499";"QWARdplGojEE8il";"Agree Slightly";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Disagree Moderately";"Disagree Moderately";"Yes";"High Experience";"Yes";"Male";"Assistant Professor"
"419";"1980-01-01 00:00:00";"2";"en";"1798157501";"DkgWKX172Rzsn3a";"Agree Strongly";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Disagree Strongly";"Yes";"High Experience";"Yes";"Prefer Not To Answer";"Prefer Not To Answer"
"422";"1980-01-01 00:00:00";"2";"en";"1229487476";"sfdubX8xnGrf6cF";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Strongly";"Prefer Not To Answer";"Agree Moderately";"Yes";"High Experience";"Yes";"Male";"Research Associate"
"423";"1980-01-01 00:00:00";"2";"en";"941611592";"nuIadhNFeCjy8dy";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Prefer Not To Answer";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"425";"1980-01-01 00:00:00";"2";"en";"736901342";"kIjrFmhzle8kDdD";"Agree Slightly";"Disagree Slightly";"Agree Slightly";"Disagree Slightly";"Disagree Moderately";"Agree Moderately";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Research Associate"
"426";"1980-01-01 00:00:00";"2";"en";"81810590";"FD3XTVIuHdCuidS";"Agree Strongly";"Agree Strongly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"427";"1980-01-01 00:00:00";"2";"en";"1769248341";"UDIgcoUIoJ5JwUF";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Agree Moderately";"Disagree Slightly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"428";"1980-01-01 00:00:00";"2";"en";"1852125346";"81JKbxlQ34s1Vsi";"Disagree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Disagree Moderately";"Yes";"Medium Experience";"Yes";"Female";"Research Associate"
"430";"1980-01-01 00:00:00";"2";"en";"605026564";"42AXzdurdItHh0w";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Medium Experience";"Prefer Not To Answer";"Female";"Assistant Professor"
"432";"1980-01-01 00:00:00";"2";"en";"1475736597";"yShPZS52uBuwa9e";"Prefer Not To Answer";"Agree Strongly";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"No";"Low Experience";"No";"Male";"Prefer Not To Answer"
"434";"1980-01-01 00:00:00";"2";"en";"2137340448";"7WFJKiazKBwrUsf";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Disagree Moderately";"Disagree Slightly";"Disagree Moderately";"Agree Moderately";"No";"High Experience";"No";"Male";"Full Professor"
"437";"1980-01-01 00:00:00";"2";"en";"16955435";"PkXlSvskArqBivY";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Disagree Moderately";"Disagree Strongly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"438";"1980-01-01 00:00:00";"2";"en";"1272908535";"E1eWxMIkaV5UZIs";"Agree Strongly";"Prefer Not To Answer";"Agree Slightly";"Agree Slightly";"Disagree Strongly";"Agree Moderately";"Agree Strongly";"No";"Medium Experience";"No";"Male";"Associate Professor"
"440";"1980-01-01 00:00:00";"2";"en";"1044793204";"s0KevpkaDeIm261";"Agree Strongly";"Disagree Moderately";"Disagree Moderately";"Disagree Moderately";"Disagree Moderately";"Prefer Not To Answer";"Disagree Moderately";"No";"Medium Experience";"No";"Female";"Prefer Not To Answer"
"442";"1980-01-01 00:00:00";"2";"en";"1225906160";"cYClc0U8N1cSqMX";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"443";"1980-01-01 00:00:00";"2";"en";"508210844";"GO2yOOWKX5KIjD7";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Prefer Not To Answer";"Disagree Moderately";"Yes";"Medium Experience";"Yes";"Male";"Research Associate"
"444";"1980-01-01 00:00:00";"2";"en";"1688940609";"5TvAwnjty7ozfsq";"Agree Strongly";"Disagree Slightly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Disagree Slightly";"No";"High Experience";"Yes";"Not Listed";"Full Professor"
